soilhealthcard_conform.state,soilhealthcard_conform.district,soilhealthcard_conform.village,soilhealthcard_conform.soil_sample_id,soilhealthcard_conform.ph,soilhealthcard_conform.ec,soilhealthcard_conform.oc,soilhealthcard_conform.n,soilhealthcard_conform.p,soilhealthcard_conform.k,soilhealthcard_conform.s,soilhealthcard_conform.zn,soilhealthcard_conform.fe,soilhealthcard_conform.cu,soilhealthcard_conform.mn,soilhealthcard_conform.farm_lat,soilhealthcard_conform.farm_long,soilhealthcard_conform.collection_date,soilhealthcard_conform.units,soilhealthcard_conform.irrigation,soilhealthcard_conform.event_date
Haryana,Hisar,Channot(112),HR61057/2018-19/134145102,7.7,,0.29,,7.5,170,100,0.59,4.35,0.59,20.75,29.12159,75.560278,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134151906,7.6,0.79,0.27,,26.7,175,62.63,1.85,3.5,2.43,16.7,29.11708,75.55071,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85363078,7.8,,0.47,,96.4,630.09,69.26,0.72,6.57,0.84,1.9,29.16579,75.57955,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85364227,7.9,,0.41,,94.7,430.06,117.31,0.68,12.41,1.17,3,29.16084,76.1132,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85364842,7.7,,0.32,,98.1,205.03,71.45,1.08,34.09,0.71,13.56,29.15723,75.57762,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85365512,7.4,,0.2,,32.17,287.17,46.52,2.44,36.29,1.88,3.54,29.17462,75.59506,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85365743,7.2,,0.21,,32.57,297.25,51.77,1.72,38.69,1.82,4.07,29.15184,76.1085,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85366713,7.4,,0.33,,35.17,326.37,50.78,1.68,36.34,1.7,4.33,29.15231,75.57497,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85366914,7.7,,0.3,,31.43,316.29,61.75,2.07,35.78,1.9,6.6,29.16236,76.1258,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85367481,7.1,,0.3,,23.99,256.93,45.12,1.52,28.78,1.33,2.73,29.17181,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85368120,7.9,,0.35,,8.91,156.02,96.1,1.18,8.66,1.3,2.36,29.16289,76.16,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85368438,7.9,,0.33,,5.5,287.84,52.1,0.65,7.52,0.59,0.5,29.17294,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85369145,7.2,,0.53,,4.94,127.41,98.59,0.2,7.76,0.58,0.39,29.1712,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85369881,7.4,,0.2,,5.75,119.51,115.13,0.27,7.17,0.58,0.44,29.17218,76.283,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85370488,7.7,,0.3,,97.6,665.1,61.78,1.14,19.4,1.34,6.1,29.16417,75.58189,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85370710,7.5,,0.18,,8.73,180.97,91.1,1.18,11.55,0.75,0.61,29.1747,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133300840,7.2,0.82,0.32,,32.2,284,72.65,0.84,2.66,0.66,4.09,29.162778,75.575278,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133543948,8,,0.25,,42.8,198,56.06,0.71,3.02,0.6,4.7,29.150278,76.003056,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133916180,7.4,0.42,0.24,,5.4,216,61.19,0.85,3.28,0.71,4.08,29.151667,75.575278,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134122837,7.4,0.89,0.43,,14.2,216,56.64,0.66,4.4,0.67,5.55,29.161389,75.348889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134259349,7.6,0.46,0.27,,12.3,258,39.5,0.86,3.56,0.57,4.99,29.164167,76.003056,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134663231,7.4,0.9,0.3,,12.4,148,44.56,0.69,3.04,0.35,5.48,29.17,75.5925,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134715068,7.4,,0.38,,8.4,190,63.2,0.7,3.65,0.63,5.23,29.171945,76.001667,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134738746,7.9,0.62,0.63,,1.4,176,27.09,1.01,3.33,0.23,5.77,29.164167,75.582223,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134764628,7.8,,0.28,,8.2,314,90.2,0.85,4.96,0.32,7.16,29.16,76.004167,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134808707,7,0.82,0.3,,6.9,138,50.32,0.65,3.52,0.51,5.96,29.162778,76.001667,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134871421,7,,0.39,,4.9,246,71.75,0.49,4.06,0.58,3.93,29.173334,76.015,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134910643,7.7,0.8,0.32,,15.2,222,77.91,0.8,4.73,0.38,5.48,29.172778,76.004167,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134918100,7.3,0.79,0.29,,2.7,164,65.32,1,3.62,0.42,6.24,29.156667,75.586389,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134922006,7.6,,0.32,,27.5,236,48.9,0.98,4.28,0.77,4.33,29.156667,75.586389,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78324242,7.2,,0.42,,93.11,692.2,109.06,2.01,20.29,7.66,,29.087657,75.897816,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78325085,7.6,,0.32,,76.56,,,4.22,108.36,18.07,,29.084603,75.906813,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78325944,7.5,,0.36,,103.94,641.52,88.79,1.9,17.06,9.88,,29.077585,75.91701,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23682136,7.6,,0.23,,23.9,595,84.67,0.11,5.5,,3.05,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23751055,7.6,,0.26,,17,645,86.21,0.26,11.16,,8.3,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23873052,7.2,0.85,0.23,,42,567,72.2,0.38,5.06,,3.49,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/28830884,8.56,0.73,0.38,,20.28,618,41.21,9.85,6.37,1.35,9.53,,,13/03/17,,Rainfed,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83938757,7.1,,0.44,,12.19,104.14,39.72,1.97,3.09,4.8,1.42,29.5803,76.17517,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83939516,6.7,,0.21,,7.68,200.64,,1.69,5.95,0.5,1.57,29.5803,76.19458,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83941490,7.3,,0.39,,0.75,152.25,,1.84,10.07,0.62,4.19,29.5803,76.18285,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83943442,7,,0.47,,29.23,134.47,68.46,1.16,4.53,2.33,4.24,29.5045,76.17535,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83134599,7.4,,0.35,,27.37,167.7,,3.45,16.21,3.08,8.38,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83134930,7.4,,0.47,,15.03,122.85,,2.8,10.71,2.82,8.02,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135262,7.1,,0.48,,6.41,133.27,60,1.68,4.36,2.34,5,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135594,7.3,,0.47,,7.2,90.62,36.25,1.46,3.83,2.64,4.01,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135931,7.7,,0.42,,2.45,59.25,16.29,1.17,2.29,2.35,3.23,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83136566,7.7,,0.44,,2.82,51.35,28.84,3.94,3.93,2.41,0.89,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133767597,7,,0.38,,27.5,110,99.6,0.58,5.03,0.35,9.17,29.300211,75.909111,05/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133775835,7.1,0.92,0.23,,12.4,165,55.1,0.81,4.68,0.9,18.44,29.239113,75.913687,09/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133784881,7.2,0.69,0.59,,12.4,170,42.7,0.85,4.38,0.47,12.1,29.220391,75.91578,04/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133790364,7.1,0.34,0.61,,4.2,160,99.99,0.89,3.36,0.49,13.46,29.226611,75.917542,04/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133795589,7.3,0.92,0.27,,14.3,500,73.32,0.65,3.74,0.84,9.22,29.229241,75.914111,08/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133798547,7.3,0.69,0.21,,2.6,345,,1.1,2.66,0.72,8.32,29.388338,75.956511,08/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133801481,7.4,0.54,0.41,,5.4,220,102.5,0.51,4.4,0.37,9.32,29.218864,75.941145,11/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133828898,7.4,,0.33,,1.9,146,26.92,0.64,4.08,0.32,2.88,29.05029,76.16699,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133849405,7.2,0.85,0.25,,4.8,298,90.63,0.44,3.27,0.46,4.15,29.047645,76.170437,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133909553,7.4,0.39,0.36,,20.5,190,52.08,0.78,2.18,0.44,5.37,29.039529,76.162307,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133923565,7.3,0.6,0.25,,8.4,210,46.8,0.58,5.91,0.37,4.05,29.037778,76.14648,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133938811,7.4,0.56,0.3,,4.1,150,65.98,0.45,4.77,0.42,6.77,29.032426,76.165657,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133944362,7.4,0.68,0.32,,10.3,320,89.14,0.46,4.91,0.55,4.13,29.028488,76.142899,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86384413,7.6,,0.41,,29.43,195.06,54.91,3.74,4.51,8.57,2.8,29.5803,76.12504,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86385588,7.1,,0.39,,35.78,94.17,,3.65,64.11,9.91,8.73,29.5803,76.13574,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86386130,7,,0.26,,36.85,148.69,91.69,4.85,38.84,9.7,9.69,29.5803,76.14602,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86386930,7,,0.41,,7.75,100.28,,4.46,7.2,1.08,6.77,29.5803,76.15693,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86387714,7.4,,0.17,,28.76,155.39,61.66,6.05,7.61,9.1,6.42,29.5803,76.16497,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86388545,7.8,,0.24,,34.45,195.31,51.34,3.77,4.84,8.21,3.5,29.5803,76.11374,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90321688,7.2,0.9,0.32,,48.38,501.76,,2.34,11.7,11.76,11.76,28.8987,76.12233,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90337577,7.2,0.55,0.39,,12.59,95.13,36.96,0.29,2.96,0.55,1.33,28.8987,76.1239,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90395907,7.4,,0.44,,12.24,75.2,24.31,0.63,3.56,0.43,2.33,28.8987,76.13482,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90444716,7.3,,0.44,,21.54,214.1,56.12,1.01,4.77,1.13,2.82,28.8987,76.13722,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90501035,7.6,0.35,0.38,,17.87,244.83,62.08,1.31,3.56,1.76,4.39,28.8987,76.1269,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90514372,7.4,0.79,0.39,,9.18,145.67,68.66,0.52,3.23,1.06,2,28.8999,76.12842,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90581413,7.1,,0.38,,10.79,177.59,54.61,0.73,5.76,1.06,3.01,28.8989,76.14723,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83168201,7.4,,0.51,,19.42,520.27,6.91,9.1,1.27,0.1,0.7,29.5803,76.13549,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83168500,7.9,,0.23,,134.54,506.67,70.12,0.56,38.1,0.92,2.41,29.5803,76.12344,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169144,7.5,0.24,0.38,,137.12,89.28,83.64,5.15,6.89,0.6,8.3,29.5803,76.13383,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169838,7.5,,0.3,,122.73,120.12,,2.11,6.09,1.24,12.31,29.5803,76.14615,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83170512,7.7,0.36,0.32,,46.5,,79.09,0.59,3.54,0.53,7.45,29.5803,76.14383,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83171095,7.5,,0.24,,122.17,,72.27,2.14,8.59,0.77,7.77,29.5803,76.15252,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83171418,7.6,,0.24,,80.76,294.81,72.59,0.82,10.53,0.23,3.11,29.5803,76.1565,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/134986472,7.4,0.45,0.43,,18.8,240,,0.94,14.42,0.87,6.6,29.4051,76.13921,05/03/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/135040096,7.3,0.45,0.42,,19.3,174,,1.77,9.59,0.76,5.62,29.4331,76.14722,05/03/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/134910422,7.1,0.36,0.75,,5.5,136,,0.73,11.36,0.56,8.13,29.4688,76.13682,05/07/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/134991175,7.6,,0.49,,5.7,136,,2.25,3.27,0.77,6.36,29.4418,76.14816,05/09/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135212532,7.4,0.84,0.29,,11.3,266,,2.46,10.09,1.33,4.05,29.4098,76.14859,05/09/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135229003,7.2,0.82,0.29,,14.1,200,,2.18,4.52,0.78,6.1,29.4562,76.15258,05/11/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135814647,7.7,0.18,0.18,,19.6,240,97.59,2.13,17.62,0.75,52.37,29.09131,76.12631,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135932097,7.3,0.45,0.42,,19.3,174,,1.77,9.59,0.76,5.62,29.09331,76.14722,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135937371,7.4,,0.42,,3.68,140,52.72,1.57,12.46,0.87,6.49,29.08801,76.13762,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135939350,7.1,0.63,0.62,,5.4,264,96.02,1.75,4.96,0.32,7.04,29.09361,76.1472,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78297349,7.9,,0.3,,58.49,115.85,,2.15,,1.73,16.34,29.09488,75.55084,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78298433,7.4,,0.39,,66.55,,,7.03,,7.07,14.81,29.09315,75.55456,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78299478,7.4,,0.12,,,330.05,119.5,1.63,2.11,0.33,2.73,29.111313,75.5528,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78300069,7.4,,0.42,,,395.06,100.78,1.1,1.88,0.49,2.61,29.111867,75.551147,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78301153,7.5,,0.24,,,515.08,113.88,1.35,2.74,0.52,2.6,29.10573,75.565,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78302108,7.5,,0.36,,,400.06,,1.26,2.65,0.55,2.89,29.1064,75.551696,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78302853,7.5,,0.3,,,345.05,104.52,1.27,2.08,0.6,2.86,29.103985,75.554534,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78303523,7.8,0.88,0.23,,82.73,450.07,70.82,1.28,2.36,0.43,2.87,29.10373,75.56133,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78304298,7.4,,0.29,,,505.08,,0.85,3.36,0.47,2.79,29.5803,75.5664,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78304963,7.6,,0.33,,46.93,108.48,85.6,1.81,,1.21,26.22,29.10082,75.55496,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78305626,7.4,0.34,0.23,,0.13,35.97,8,0.61,9,0.9,2.9,29.09599,75.56945,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133648075,7.8,,0.36,,16.2,270,53.52,0.68,4,0.48,3.88,29.104834,75.561766,07/06/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133655415,7.2,,0.29,,13.5,164,28.94,1.5,4.32,1.29,6.73,29.104672,75.561233,08/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133661137,7.8,,0.7,,1.7,148,50.7,0.68,3.16,0.73,3.94,29.104033,75.56125,08/06/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133709062,7.9,,0.34,,5.3,236,109.29,1.66,1.93,0.91,8.64,29.105357,75.55431,05/06/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133730511,7.6,0.51,0.34,,8.9,190,39.67,1.11,3.96,1.36,11.53,29.10516,75.554231,06/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86390129,7.3,,0.5,,18.19,217.75,,4.1,4.66,5.73,2.64,29.551,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86390904,7.7,,0.39,,23.27,269.47,,4.19,2.92,5.91,19.02,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86392219,7.4,,0.48,,12.27,39.92,28.34,3.26,0.56,5.12,0.42,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86393286,7.6,1,0.41,,12.89,418.66,51.82,3.64,8.3,5.72,11.77,29.55937,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86394075,7.4,,0.42,,13.43,184.89,67.15,3.95,8,5.91,9.4,29.54906,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86395229,7.5,,0.41,,26.43,237.44,86.46,1.26,13.76,1.08,14.58,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91098019,7.5,,0.47,,6.56,330.91,,0.38,5.7,0.33,1.88,29.06598,76.05571,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91113726,7.5,,0.39,,20.96,635.98,,0.87,6.88,0.58,6.27,29.05431,76.063,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91237780,7.7,,0.24,,23.79,759.16,,0.86,7.65,0.65,6.02,29.06429,76.0656,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91252907,7.6,,0.33,,23.63,610.64,100.8,0.91,7.48,0.69,5.35,29.06266,76.05148,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133745432,7.1,0.28,0.11,,1.6,146,83.27,0.58,10.35,0.45,5.92,29.07063,76.06387,05/12/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133763736,7.8,0.58,0.39,,48.6,150,9.9,0.62,10,0.28,2.21,29.06371,76.0694,15/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133780775,7.1,0.64,0.43,,22.6,105,49.6,0.57,9.07,0.26,10.64,29.06561,76.06181,16/05/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/37928482,7.8,,0.3,,12.6,475,,0.9,48.88,1.18,58.03,29.404722,76.115278,03/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38207838,7.7,,0.36,,5.7,415,,0.53,5.48,0.91,3.19,29.184445,76.018056,11/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38362390,7.8,0.81,0.23,,7.2,495,91.88,1.59,22.84,1.66,47.9,29.079722,76.1325,16/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38466683,7.7,,0.42,,22.8,415,93.28,0.89,36.84,1.88,33.25,29.228056,76.145834,21/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38539616,7.5,,0.29,,29.6,370,108.4,1.78,35.15,1.88,57.98,29.196945,76.109723,21/07/16,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78317177,7.8,0.32,0.41,,31.18,291.87,,6.37,,2.11,7.13,29.13254,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78317890,7.2,0.54,0.35,,24.24,150.12,,3.82,,2.19,2.91,29.1307,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78318442,7.2,0.56,0.39,,26.86,79.7,36.16,3.76,,0.74,4.99,29.12961,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319264,7.7,0.24,0.35,,34.74,66.48,70.01,2.14,,0.73,3.02,29.12785,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319727,7.3,0.56,0.47,,28.25,70.36,38.37,2.24,,0.91,3.42,29.12397,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320255,7.5,0.77,0.27,,36.83,759.14,16.5,1.45,,0.46,14.61,29.12286,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320808,7.5,0.26,0.39,,18.9,155.19,61.07,3.48,,1.18,2.82,29.12062,75.53584,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321248,7.7,0.29,0.39,,10.58,80.84,42.07,0.75,,0.45,1.48,29.11965,75.56974,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321704,7.7,0.57,0.42,,29.03,282.24,70.65,1.34,,0.81,7.14,29.11806,75.54385,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78322176,7.6,,0.36,,18.58,205.07,64.25,1.29,,0.75,2.54,29.11578,75.5564,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134000454,7.2,0.34,0.33,,42.8,376,,0.6,3.81,0.22,3.7,29.13382,75.54549,04/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134002445,7,0.79,0.34,,16.3,180,70.6,0.64,3.19,1.07,2.17,29.13369,75.55756,04/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134044397,7.1,0.47,0.25,,27.2,180,18.24,0.67,3.25,0.54,2.9,29.13046,75.55238,08/04/18,,Irrigated,27/02/21
